FeatureID,mzmed,rtmed,Polarity,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL10_mean,NL11_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean
3984,597.988288,18.24,Negative,7545,8314,9072,9281,8890,9395,8854,9069,9482,9623,4965,8843,9228,9116,9270,9341,9877,8893,9716,8320
3986,598.217914,19.95,Negative,14719,16613,0,19273,17791,17831,0,18542,16319,0,18434,18257,17226,17932,18263,18265,17237,18488,16494,17135
4000,598.350535,13.61,Negative,0,0,47484,0,76679,87820,79938,42758,0,44882,0,0,0,0,0,53622,0,0,103254,78922
3997,598.350608,6.19,Negative,125621,76419,0,132296,0,0,0,129669,0,0,59756,0,0,0,0,0,0,0,58506,0
3993,598.350833,10.82,Negative,0,131347,130646,117909,113494,113700,0,115515,73773,0,215958,0,108390,51710,56184,76385,57334,122295,54977,91035
3998,598.350838,6.61,Negative,0,0,0,0,52144,65470,57630,0,60726,53677,68370,0,51252,51576,0,0,0,56777,0,51716
3999,598.350895,7.22,Negative,0,0,231630,56862,0,0,0,69010,0,45710,70394,66334,56700,0,0,0,73087,70986,82394,0
3992,598.351038,11.85,Negative,81532,139111,51218,132609,0,50209,0,0,54833,42123,66255,76406,0,102928,0,81384,45061,0,0,72218
3988,598.351094,16.68,Negative,174580,204428,195521,165370,196704,175564,194071,167408,163249,153866,159198,171186,196730,144560,177985,79978,158693,178444,72525,144233
3994,598.351105,12.79,Negative,92452,98335,101513,98320,68541,62657,64493,55104,103520,0,0,0,76514,89565,92704,55456,94827,102132,46604,48668
3991,598.351118,9.17,Negative,351058,468939,0,402482,408914,456922,0,426206,423145,364394,0,476630,412695,0,399761,324377,422184,299518,458887,0
3995,598.351122,7.53,Negative,88942,0,0,0,0,105741,129195,124375,0,153841,218381,0,0,142036,0,0,203392,0,0,147406
4001,598.352053,15.02,Negative,0,0,73597,0,0,0,76487,0,0,39069,0,0,0,0,0,0,0,0,0,0
4005,598.487321,8.73,Negative,21957,0,0,16540,26716,13366,26571,18031,23094,9918,4375,14386,0,4421,0,6904,6270,20346,0,7946
4006,598.496341,9.87,Negative,0,0,0,0,0,0,0,0,0,0,13570,0,0,11605,0,0,0,0,0,0
4007,598.504131,9.07,Negative,0,9683,14311,7286,8358,5735,12286,0,0,0,3401,0,6580,0,5255,0,0,4744,0,0
4008,598.516717,10.25,Negative,31060,101583,50953,169321,18337,56353,44628,92465,74166,21493,16687,37888,30847,32256,34679,53170,20973,56045,58301,36724
4009,598.531887,9.66,Negative,0,0,0,0,0,0,0,0,0,0,14858,0,0,12794,0,0,16343,0,0,0
4010,598.540881,10.1,Negative,43067,0,79524,27647,39420,26007,40328,47076,56109,9606,0,15798,27313,0,23939,14552,0,22376,10879,6533
4012,599.144452,5.18,Negative,12188,13368,12668,13040,11765,12582,12870,12292,12248,16230,11073,11691,12587,16188,13948,12178,12780,12283,12388,12502
4013,599.215809,19.95,Negative,25425,24449,27032,24371,21893,25521,22219,25808,23780,20523,26048,23347,24227,26602,27878,23484,22432,24735,26279,21972
4017,599.293865,20.05,Negative,26772,0,28422,27804,33229,29839,30824,28326,31330,0,31289,0,25739,0,27883,27282,31988,33332,30957,28517
4019,599.319664,1.51,Negative,67833,38812,79225,39123,0,44462,39379,49773,90973,0,4898,0,0,0,0,38796,0,13311,38503,6623
4020,599.320319,1.0,Negative,28505,0,42837,0,0,0,0,25232,42781,0,0,0,0,0,0,25489,0,0,0,0
4025,599.348407,10.82,Negative,52332,95368,76391,68620,43444,68589,39905,37529,69930,78062,60160,36583,63136,32193,80516,43950,37500,67818,0,0
4027,599.348861,7.21,Negative,0,0,0,0,0,0,0,0,42760,0,0,0,0,0,112625,0,0,0,0,0
4026,599.348932,11.85,Negative,79421,83431,36975,77616,32232,0,57172,0,0,28023,27237,43352,78703,26456,40159,0,0,48672,0,0
4024,599.349094,9.16,Negative,214964,260853,227731,227682,244470,255061,249354,161287,0,0,0,253874,226063,203998,219712,270908,0,0,251165,0
4030,599.419336,20.03,Negative,0,0,3817,4226,3520,2840,2762,0,0,4336,0,0,0,4550,4049,3212,0,0,3479,0
4031,599.488683,10.63,Negative,8044,11866,15401,6686,12442,7994,11346,7510,7853,0,0,0,6994,0,4601,0,0,0,0,0
4033,599.490007,8.73,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5533,0,0,4460,0,0
4032,599.500409,9.65,Negative,567464,585795,802539,474510,656048,361404,600595,590054,539089,310819,208364,416592,615388,196628,697436,316979,236886,587102,233441,297271
4034,599.518927,10.25,Negative,13808,0,0,0,0,0,19264,0,0,0,7345,16311,13484,13714,0,0,8897,0,0,0
4035,599.528041,11.37,Negative,19418,56578,29384,95686,12610,31438,26034,50457,42898,16224,12175,24305,18848,26102,22539,33877,15743,35529,37911,27828
4036,599.544222,10.1,Negative,18181,15796,34808,11804,16928,11397,0,20640,0,0,0,6981,0,0,0,0,0,0,0,0
4037,600.216852,19.91,Negative,0,0,0,10299,0,0,10272,0,10111,0,0,10461,0,0,0,9963,10368,0,0,10501
4040,600.294715,20.06,Negative,16573,16510,15582,15108,16724,15983,16159,16954,16979,15709,17306,17737,15507,15180,17793,16050,15451,16771,18726,16884
4042,600.323098,1.51,Negative,0,0,0,0,17069,0,0,0,0,0,0,0,0,0,0,0,0,7905,0,0
4049,600.512396,10.77,Negative,95153,128915,0,88544,118367,105169,113919,115001,88532,65904,52292,112970,170091,43897,173555,164655,51639,127091,100150,59775
4050,600.520442,10.25,Negative,0,10377,6129,16497,0,5854,0,9190,8386,0,0,0,2643,0,4158,4822,0,5814,5677,4015
4051,600.531106,11.37,Negative,0,24323,0,0,0,13575,11994,21828,18231,7193,6017,10514,0,11103,0,0,6726,15379,0,11837
4052,600.991876,18.24,Negative,5323,5861,0,6141,3843,5314,0,4756,4278,5062,4628,4629,5503,4377,5300,5018,5176,5246,0,5185
4054,601.212831,19.88,Negative,10364,6187,5962,7537,5451,0,8054,4676,6174,5879,6824,0,5572,6794,7677,6794,6181,6579,6395,6285
4061,601.358554,0.81,Negative,43808,32271,30128,31053,44931,30474,31610,29158,47459,31764,28890,37716,40165,24978,28699,30210,30773,36182,38333,34558
4063,601.478474,8.5,Negative,15300,13826,15844,11061,12598,8699,17232,13986,12384,0,6833,4236,4144,0,6017,0,0,6070,4079,3817
4065,601.515479,10.77,Negative,0,0,72105,37328,0,0,0,0,0,0,0,0,0,18592,0,0,0,0,42405,0
4066,601.515786,10.1,Negative,89511,73711,137375,52821,79571,49976,76427,93408,104596,17572,13480,31295,56461,7898,47548,28747,10473,42585,20872,11515
4067,601.526393,11.37,Negative,8515,24326,12452,40624,5562,13992,12009,22101,18388,6898,5540,10487,8727,11771,10308,14994,0,15511,16187,11774
4069,602.307204,20.06,Negative,15057,14869,15581,18838,0,15417,17642,17553,18016,13193,18536,7238,16269,17033,17345,14350,19032,19157,17832,18609
4072,602.360959,0.81,Negative,0,0,13802,0,0,12851,13845,12717,22499,14789,14803,0,8763,0,0,0,14183,0,16578,15012
4073,602.51103,10.77,Negative,39361,54975,72371,38002,49301,43615,48358,47002,35825,27244,22218,45820,70909,18407,70539,67118,21707,53341,42845,24765
4075,602.518582,10.1,Negative,0,0,0,0,0,0,0,0,0,7481,0,0,0,3353,0,0,4500,0,0,5252
4076,602.52798,11.34,Negative,8471,14166,12337,0,7611,10453,9570,13598,12000,7538,0,6864,0,5737,8132,10941,0,0,9110,6507
4079,603.250091,20.02,Negative,142368,146109,154643,153890,153707,162387,158005,159067,157882,155252,151995,182592,159729,0,174007,160417,159447,163359,156425,160103
4082,603.405213,20.02,Negative,8081,7182,7717,10209,9740,8212,8346,7871,7187,9422,8164,10998,8131,6355,8911,7302,9510,9819,8156,5805
4086,603.895412,18.28,Negative,7679,7810,7693,8092,8161,7577,6773,6211,6685,7246,6901,6536,7631,7406,7988,6978,8074,6977,7007,6303
4092,604.34721,0.98,Negative,0,0,6577,0,9901,0,5895,5256,0,9279,6541,7444,8861,0,7350,8316,6934,0,0,7871
4093,604.460547,5.63,Negative,0,29639,7125,27018,0,28628,0,61096,67284,7937,8266,8935,17669,4602,8727,11069,7107,7711,12224,7536
4094,604.515367,10.77,Negative,0,0,0,0,0,0,0,0,0,0,0,4818,0,0,0,0,0,0,0,0
