FeatureID,mzmed,rtmed,Polarity,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL10_mean,NL11_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean
1679,875.936342,5.4,Negative,4524,6391,7092,5655,5635,8289,9363,10252,8428,5737,0,5347,8187,3965,0,5193,0,0,4401,6389
1680,876.266505,5.75,Negative,3144,2827,2988,0,3477,0,3009,2996,3004,3115,3486,2705,0,0,3203,3282,3239,0,0,0
1684,879.550558,5.75,Negative,12646,12439,12669,12475,13863,11634,12625,11670,11511,11919,14609,13015,11862,10390,12078,14170,12936,11712,13770,10946
1687,881.19932,1.69,Negative,0,0,8371,0,0,0,0,0,0,5311,0,0,0,6632,0,2985,0,0,0,0
1688,882.069842,5.75,Negative,12010,13805,15963,13948,14658,18922,17660,17032,15889,14267,16391,14692,16031,15981,13163,18681,17361,13658,18554,11856
1689,882.76755,5.4,Negative,8920,11772,10056,11511,14504,11691,17462,20661,15817,11940,12754,11568,10460,4423,4501,7636,0,0,4531,13639
1691,884.763753,5.4,Negative,8166,10537,8286,9979,0,9178,14111,16113,13016,10241,10902,9873,8677,0,0,6943,0,0,0,11457
1692,885.551388,0.82,Negative,201688,0,388836,221824,221233,0,274436,325526,0,297118,292483,699967,682656,137174,186473,231120,204737,228538,148656,0
1693,886.555663,0.81,Negative,0,0,0,0,0,143735,0,0,138223,0,0,0,0,0,0,0,0,0,0,0
1694,886.75923,5.4,Negative,3871,0,3397,0,5526,3738,6153,5187,5542,4757,4944,3977,3704,0,0,0,0,0,0,5094
1695,887.561045,0.82,Negative,0,0,130903,99394,93363,112952,114864,119025,98022,65780,0,156124,161843,0,0,59156,51296,53813,35736,0
1696,891.029751,5.75,Negative,20557,19981,18532,21167,23455,17129,20683,18589,17885,20704,22456,22357,17840,17673,22074,21756,22278,19684,21137,17468
1697,891.53145,5.75,Negative,10597,9841,9337,10039,11704,8537,10353,8987,8779,10300,11497,10799,8617,9006,11039,11269,11782,10119,11209,9130
1698,892.030635,5.75,Negative,0,5713,5167,0,6308,5055,5573,5232,5249,6105,5830,0,4337,0,0,0,6745,0,5938,0
1699,892.273442,5.15,Negative,7065,11592,8033,11668,11339,8596,12439,0,11935,11957,12905,10260,9567,0,0,0,0,0,0,14849
1704,896.080092,3.19,Negative,12394,0,0,10028,14335,7868,0,0,0,11272,12328,12851,9382,0,0,8106,0,9900,0,12501
1707,896.228439,24.55,Negative,0,0,9567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,896.228477,24.23,Negative,0,0,13404,0,0,0,0,0,0,0,0,0,5540,5289,0,0,0,0,0,0
1705,896.229068,1.66,Negative,8878,0,36384,0,0,44793,26518,26105,24833,0,0,0,30538,28660,10152,0,40961,0,49239,17312
1709,899.208197,1.68,Negative,11998,21072,28841,20276,18878,32801,27585,32177,28067,16884,24898,15445,31898,22204,8019,9486,14116,11738,12775,23714
1710,900.040798,5.75,Negative,5830,5818,6054,0,5796,6306,6168,6274,6518,0,6565,6131,6323,5347,5329,6073,0,4754,7065,4954
1711,900.209796,1.68,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,10045,0,0,0,8624
1712,901.204054,1.68,Negative,7087,10490,14509,11217,9464,17647,14657,17825,15469,9036,13557,6317,18190,12710,5726,5499,7424,5673,8797,12169
1713,902.187044,1.7,Negative,0,11717,12371,11303,0,14523,13500,20800,16818,10258,15903,13282,20380,0,0,0,0,5725,0,15737
1715,903.187599,1.71,Negative,0,0,0,0,0,0,0,0,6328,0,0,0,0,0,0,0,0,0,0,0
1716,903.512183,5.75,Negative,4970,4950,3720,4654,5168,3729,4016,3429,4055,4094,4685,4773,3550,4119,5162,4020,5261,4935,4566,4167
1718,904.180405,1.72,Negative,0,5450,0,6067,5684,5097,6944,8698,4862,0,7277,5737,11829,5799,0,0,0,0,0,7589
1723,908.170496,7.71,Negative,0,14768,8811,20830,8599,22195,16381,20047,20916,16535,20506,20501,0,0,0,27974,0,0,30754,0
1724,908.525396,5.75,Negative,4409,0,0,4956,5266,5065,5068,4817,0,4755,5224,4741,5063,4514,4678,5630,5680,3937,5763,0
1726,911.154563,3.49,Negative,0,0,0,68439,44600,35893,104964,135409,51836,0,42240,66252,40113,0,0,0,0,0,0,44934
1727,912.023409,5.75,Negative,4093,3794,0,0,4527,3674,3715,3709,4602,0,0,4162,4120,4062,5079,4586,5132,4573,4887,3862
1728,912.15595,3.49,Negative,0,0,0,24695,0,0,37664,48021,0,10642,0,0,0,0,0,0,0,0,0,0
